"source_symbol","target_symbol","source_id","target_id","Interactiontype","type","Source","Interationtype_processed"
"MIR155","RAC1","430","5847;873","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","PTEN","430","5236;4058;3930;3434","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","CYR61","430","4383","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","MYC","430","3426;322","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","MYB","430","2139","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","MARCKS","430","1980;1230","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","RBPJ","430","1256","inhibition","DATABASE","DATABASE","inhibition"
"MIR155","FMNL2","430","998","inhibition","DATABASE","DATABASE","inhibition"
"SP3","MMP2","283","4741;4524","interaction","DATABASE","DATABASE","interaction"
"SP3","TP53","283","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"SP3","FOSL1","283","4327","interaction","DATABASE","DATABASE","interaction"
"SP3","ITGB3","283","3874","interaction","DATABASE","DATABASE","interaction"
"SP3","SP1","283","2643","interaction","DATABASE","DATABASE","interaction"
"SP3","HGF","283","2301;782","interaction","DATABASE","DATABASE","interaction"
"SP3","TFAP2C","283","2153","interaction","DATABASE","DATABASE","interaction"
"SP3","SP3","283","283","interaction","DATABASE","DATABASE","interaction"
"SPINT2","HGF","263","2301;782","inhibition","INHIBITION","Literature","inhibition"
