Reactome_ID;Description;Cluster_glay;Indegree;category_SignalTransduction;category_Metabolism;category_ImmuneSystem;category_Metabolismofproteins;category_Geneexpression(Transcription);category_DevelopmentalBiology;category_Disease;category_Vesicle-mediatedtransport;category_Transportofsmallmolecules;category_MetabolismofRNA;category_Hemostasis;category_CellCycle;category_Cellularresponsestoexternalstimuli;category_NeuronalSystem;category_Extracellularmatrixorganization;category_DNARepair;category_Organellebiogenesisandmaintenance;category_Chromatinorganization;category_Musclecontraction;category_ProgrammedCellDeath;category_DNAReplication;category_Cell-Cellcommunication;category_Reproduction;category_CircadianClock;category_Mitophagy;category_Digestionandabsorption
R-HSA-1912399;Pre-NOTCH Processing in the Endoplasmic Reticulum;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1912408;Pre-NOTCH Transcription and Translation;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1912420;Pre-NOTCH Processing in Golgi;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1912422;Pre-NOTCH Expression and Processing;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-191273;Cholesterol biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-191647;c-src mediated regulation of Cx43 function and closure of gap junctions;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-191650;Regulation of gap junction activity;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-191859;snRNP Assembly;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-192105;Synthesis of bile acids and bile salts;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-192456;Digestion of dietary lipid;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
R-HSA-192814;vRNA Synthesis;23;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-192823;Viral mRNA Translation;23;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-192869;cRNA Synthesis;23;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-192905;vRNP Assembly;23;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193048;Androgen biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193144;Estrogen biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193368;Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193634;Axonal growth inhibition (RHOA activation);27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193639;p75NTR signals via NF-kB;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193648;NRAGE signals death through JNK;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193670;p75NTR negatively regulates cell cycle via SC1;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193681;Ceramide signalling;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193692;Regulated proteolysis of p75NTR;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193697;p75NTR regulates axonogenesis;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193704;p75 NTR receptor-mediated signalling;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193775;Synthesis of bile acids and bile salts via 24-hydroxycholesterol;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193807;Synthesis of bile acids and bile salts via 27-hydroxycholesterol;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-193993;Mineralocorticoid biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194002;Glucocorticoid biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194068;Bile acid and bile salt metabolism;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194138;Signaling by VEGF;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194306;Neurophilin interactions with VEGF and VEGFR;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194313;VEGF ligand-receptor interactions;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194315;Signaling by Rho GTPases;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194441;Metabolism of non-coding RNA;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-194840;Rho GTPase cycle;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-195253;Degradation of beta-catenin by the destruction complex;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-195258;RHO GTPase Effectors;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-195399;VEGF binds to VEGFR leading to receptor dimerization;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-195721;Signaling by WNT;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196025;Formation of annular gap junctions;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196071;Metabolism of steroid hormones;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196108;Pregnenolone biosynthesis;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196299;Beta-catenin phosphorylation cascade;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1963640;GRB2 events in ERBB2 signaling;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1963642;PI3K events in ERBB2 signaling;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196741;Cobalamin (Cbl, vitamin B12) transport and metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196757;Metabolism of folate and pterines;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196780;Biotin transport and metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196783;Coenzyme A biosynthesis;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196791;Vitamin D (calciferol) metabolism;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196807;Nicotinate metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196819;Vitamin B1 (thiamin) metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196836;Vitamin C (ascorbate) metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196843;Vitamin B2 (riboflavin) metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196849;Metabolism of water-soluble vitamins and cofactors;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-196854;Metabolism of vitamins and cofactors;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-197264;Nicotinamide salvaging;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1980143;Signaling by NOTCH1;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1980145;Signaling by NOTCH2;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198203;PI3K/AKT activation;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198323;AKT phosphorylates targets in the cytosol;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198693;AKT phosphorylates targets in the nucleus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198725;Nuclear Events (kinase and transcription factor activation);9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198745;Signalling to STAT3;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198765;Signalling to ERK5;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-198933;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-1989781;PPARA activates gene expression;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-199220;Vitamin B5 (pantothenate) metabolism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-199418;Negative regulation of the PI3K/AKT network;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-199991;Membrane Trafficking;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-199992;trans-Golgi Network Vesicle Budding;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-200425;Import of palmitoyl-CoA into the mitochondrial matrix;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-201451;Signaling by BMP;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-201681;TCF dependent signaling in response to WNT;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-201688;WNT mediated activation of DVL;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-201722;Formation of the beta-catenin:TCF transactivating complex;50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202040;G-protein activation;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202131;Metabolism of nitric oxide;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022090;Assembly of collagen fibrils and other multimeric structures;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022377;Metabolism of Angiotensinogen to Angiotensins;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022854;Keratan sulfate biosynthesis;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022857;Keratan sulfate degradation;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022870;Chondroitin sulfate biosynthesis;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022923;Dermatan sulfate biosynthesis;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2022928;HS-GAG biosynthesis;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2023837;Signaling by FGFR2 amplification mutants;35;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202403;TCR signaling;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2024096;HS-GAG degradation;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2024101;CS/DS degradation;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202424;Downstream TCR signaling;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202427;Phosphorylation of CD3 and TCR zeta chains;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202430;Translocation of ZAP-70 to Immunological synapse;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202433;Generation of second messenger molecules;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2025928;Calcineurin activates NFAT;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202670;ERKs are inactivated;9;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-202733;Cell surface interactions at the vascular wall;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2028269;Signaling by Hippo;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2029480;Fcgamma receptor (FCGR) dependent phagocytosis;34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2029481;FCGR activation;34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2029482;Regulation of actin dynamics for phagocytic cup formation;34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2029485;Role of phospholipids in phagocytosis;34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2032785;YAP1- and WWTR1 (TAZ)-stimulated gene expression;13;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2033514;FGFR3 mutant receptor activation;35;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2033515;"t(4;14) translocations of FGFR3";35;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2033519;Activated point mutants of FGFR2;35;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-203615;eNOS activation;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-203641;NOSTRIN mediated eNOS trafficking;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-203754;NOSIP mediated eNOS trafficking;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-203765;eNOS activation and regulation;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-203927;MicroRNA (miRNA) biogenesis;26;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-204005;COPII-mediated vesicle transport;5;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-204174;Regulation of pyruvate dehydrogenase (PDH) complex;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2046104;alpha-linolenic (omega3) and linoleic (omega6) acid metabolism;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2046105;Linoleic acid (LA) metabolism;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2046106;alpha-linolenic acid (ALA) metabolism;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-204626;Hypusine synthesis from eIF5A-lysine;8;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-204998;Cell death signalling via NRAGE, NRIF and NADE;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-205017;NFG and proNGF binds to p75NTR;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-205025;NADE modulates death signalling;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-205043;NRIF signals cell death from the nucleus;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209543;p75NTR recruits signalling complexes;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209560;NF-kB is activated and signals survival;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209563;Axonal growth stimulation;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209776;Amine-derived hormones;31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209822;Glycoprotein hormones;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209905;Catecholamine biosynthesis;31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209931;Serotonin and melatonin biosynthesis;31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209952;Peptide hormone biosynthesis;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-209968;Thyroxine biosynthesis;31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210455;Astrocytic Glutamate-Glutamine Uptake And Metabolism;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210500;Glutamate Neurotransmitter Release Cycle;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210744;Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210745;Regulation of gene expression in beta cells;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210746;Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210747;Regulation of gene expression in early pancreatic precursor cells;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210990;PECAM1 interactions;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210991;Basigin interactions;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-210993;Tie2 Signaling;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211000;Gene Silencing by RNA;26;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211163;AKT-mediated inactivation of FOXO1A;33;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211227;Activation of DNA fragmentation factor;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R-HSA-211728;Regulation of PAK-2p34 activity by PS-GAP/RHG10;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R-HSA-211733;Regulation of activated PAK-2p34 by proteasome mediated degradation;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R-HSA-211736;Stimulation of the cell death response by PAK-2p34;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R-HSA-211859;Biological oxidations;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211897;Cytochrome P450 - arranged by substrate type;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211916;Vitamins;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211935;Fatty acids;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211945;Phase I - Functionalization of compounds;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211957;Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211958;Miscellaneous substrates;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211976;Endogenous sterols;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211979;Eicosanoids;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211981;Xenobiotics;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211994;Sterols are 12-hydroxylated by CYP8B1;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-211999;CYP2E1 reactions;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-212165;Epigenetic regulation of gene expression;26;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2122947;NOTCH1 Intracellular Domain Regulates Transcription;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2122948;Activated NOTCH1 Transmits Signal to the Nucleus;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-212300;PRC2 methylates histones and DNA;26;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-212436;Generic Transcription Pathway;13;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-212676;Dopamine Neurotransmitter Release Cycle;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-212718;EGFR interacts with phospholipase C-gamma;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2129379;Molecules associated with elastic fibres;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2132295;MHC class II antigen presentation;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R-HSA-2142670;Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET);17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
